"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","hashtags","urls","media_type","media_urls"
"1657981662846910465","9/9 🎯 Shrnutí: Mýtus o tom, že anarchokapitalismus by zničil životní prostředí, je založen na nepochopení principů soukromého vlastnictví a odpovědnosti. Ve skutečnosti by tržní řešení a soukromé vlastnictví zdrojů vedlo k lepší a udržitelnější ochraně životního prostředí.","cs","Reply","Ankapirátská Strana","ankapirati","206","0","0","0","9","0","2023-05-15 07:30:06","https://x.com/ankapirati/status/1657981662846910465","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1657981636980637696","1/9 🌳 Největší mýty o anarchokapitalismu, díl 5.: Anarchokapitalismus zničí životní prostředí. Mnoho lidí se domnívá, že anarchokapitalismus by nutně vedl k destrukci životního prostředí. V tomto vlákně se podíváme, proč to tak zdaleka být nemusí. #ankapmyty","cs","Origin","Ankapirátská Strana","ankapirati","1387","1","6","0","15","1","2023-05-15 07:30:00","https://x.com/ankapirati/status/1657981636980637696","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#ankapmyty","","",""
"1657981639501438977","2/9 🌍 Tragédie obecní pastviny: Tento koncept vysvětluje, že když je něco společným vlastnictvím, lidé mají tendenci zneužívat zdroje, protože nenesou následky svých činů. V soukromém vlastnictví se lidé starají o své zdroje a mají motivaci je udržovat. #tragédieobecnípastviny","cs","Reply","Ankapirátská Strana","ankapirati","163","1","0","0","10","0","2023-05-15 07:30:01","https://x.com/ankapirati/status/1657981639501438977","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#tragédieobecnípastviny","","",""
"1657657640569253888","🏛️💭 Nedělní chvilka zamyšlení: Je fascinující, jak mnoho lidí kritizuje volný trh za to, že nezvládá vyřešit problémy, které v první řadě vytvořil stát. 🤔 #StatniDotace #StatniRegulace","cs","Tweet","Ankapirátská Strana","ankapirati","575","0","2","0","23","0","2023-05-14 10:02:33","https://x.com/ankapirati/status/1657657640569253888","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#StatniDotace, #StatniRegulace","","",""
"1657262581168369666","🤑💸 Zkusme si představit svět, kde platíme daně dobrovolně a stát musí dělat reklamu, aby nás přesvědčil, že zrovna jeho služby stojí za to. 🏥📢 ""Kupujte naše státní zdravotní pojištění! 24/7 podpora, moderní technologie a 98% spokojených pacientů!""
#DobrovolnostFTW","cs","Tweet","Ankapirátská Strana","ankapirati","2160","3","2","0","52","0","2023-05-13 07:52:44","https://x.com/ankapirati/status/1657262581168369666","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","#DobrovolnostFTW","","",""
"1657098841701732359","🎉 Dnes jsme překročili hranici 200 followerů! 🎉

Děkujeme každému z vás za podporu a za to, že jste se připojili k naší ankap plavbě. ⛵️

Tímto tempem brzy obsadíme parlament! Co byste pragmaticky chtěli, aby byl náš první krok?","cs","Tweet","Ankapirátská Strana","ankapirati","814","3","0","0","9","0","2023-05-12 21:02:05","https://x.com/ankapirati/status/1657098841701732359","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1656898247112421376","1/10 🚫 Ludwig von Mises, jeden z nejvýznamnějších ekonomů 20. století, je známý svou kritikou socialismu. Ale proč si myslel, že socialismus nemůže fungovat? Pojďme se na to v dnešním vláknu podívat. 👇👇👇 #Mises #Socialism","cs","Origin","Ankapirátská Strana","ankapirati","4022","1","14","4","52","5","2023-05-12 07:45:00","https://x.com/ankapirati/status/1656898247112421376","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Mises, #Socialism","","",""
"1656898267656114178","9/10 🎯 Není náhodou, že odvětví, která se blíží socialismu, často trpí neduhy viz výše, o kterých psal Mises. Je to právě absence tržních cen, která ztěžuje efektivní alokaci zdrojů. #Mises #OběhovýProblém","cs","Reply","Ankapirátská Strana","ankapirati","318","1","0","0","18","0","2023-05-12 07:45:05","https://x.com/ankapirati/status/1656898267656114178","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Mises, #OběhovýProblém","","",""
"1656898270227206144","10/10 🌍 Závěr: Z Misese můžeme čerpat i dnes. Jeho kritika socialismu je připomínkou toho, že svoboda, konkurence a tržní ceny jsou základními stavebními kameny prosperující společnosti. Děkujeme za pozornost a že jste dočetli až sem! #Mises #Prosperita #Svoboda #Konkurence","cs","Reply","Ankapirátská Strana","ankapirati","345","2","0","0","28","0","2023-05-12 07:45:05","https://x.com/ankapirati/status/1656898270227206144","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Mises, #Prosperita, #Svoboda, #Konkurence","","",""
"1656532085618925569","1/16 💸Dekonstrukce státu, díl 7: ""Zrušme centrální banku a proveďme odluku peněz od státu"". V následujícím vláknu se podíváme na výhody odluky peněz od státu, s důrazem na Bitcoin a jak by to mohlo pozitivně ovlivnit společnost. #DekonstrukceStátu","cs","Origin","Ankapirátská Strana","ankapirati","244","2","0","0","6","0","2023-05-11 07:30:00","https://x.com/ankapirati/status/1656532085618925569","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#DekonstrukceStátu","","",""
"1656532124948905984","15/16 🌈Tento přístup by umožnil individuální volbu a přizpůsobení na základě osobních preferencí a situací, což by mohlo vést k větší finanční inkluzi a efektivitě. Odluka peněz od státu by tedy neznamenala ztrátu možnosti volby, ale naopak by poskytla širší spektrum možností.","cs","Reply","Ankapirátská Strana","ankapirati","103","1","0","0","0","0","2023-05-11 07:30:10","https://x.com/ankapirati/status/1656532124948905984","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656532127532584964","16/16 🎯Závěr: Odluka peněz od státu, například prostřednictvím Bitcoinu, by mohla přinést společnosti mnoho výhod, jako je ochrana proti inflaci, decentralizace, konkurence mezi penězi a finanční svoboda. Díky za pozornost a že jste dočetli až sem!","cs","Reply","Ankapirátská Strana","ankapirati","102","0","0","0","1","0","2023-05-11 07:30:10","https://x.com/ankapirati/status/1656532127532584964","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656532085618925569","1/16 💸Dekonstrukce státu, díl 7: ""Zrušme centrální banku a proveďme odluku peněz od státu"". V následujícím vláknu se podíváme na výhody odluky peněz od státu, s důrazem na Bitcoin a jak by to mohlo pozitivně ovlivnit společnost. #DekonstrukceStátu","cs","Origin","Ankapirátská Strana","ankapirati","244","2","0","0","6","0","2023-05-11 07:30:00","https://x.com/ankapirati/status/1656532085618925569","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#DekonstrukceStátu","","",""
"1656532111933972488","11/16 🌐BTC a decentralizace: ₿ je založen na decentr. systému, který eliminuje potřebu centrální autority. To znamená, že žádná jednotlivá instituce nemůže ovlivnit hodnotu BTC nebo zasahovat do jeho provozu -&gt; Zvýšení odolnosti peněžního systému vůči krizím a politickým změnám","cs","Reply","Ankapirátská Strana","ankapirati","15","1","0","0","0","0","2023-05-11 07:30:07","https://x.com/ankapirati/status/1656532111933972488","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656532114505089024","12a/16 🔒Bitcoin a omezené množství: Jedním z unikátních rysů Bitcoinu je jeho omezené množství, které je pevně stanoveno na 21 milionů mincí. Tato vlastnost zajišťuje, že inflace je předem algoritmicky naplánována na desítky let dopředu.","cs","Reply","Ankapirátská Strana","ankapirati","16","1","0","0","0","0","2023-05-11 07:30:07","https://x.com/ankapirati/status/1656532114505089024","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656397463056441344","🍇1/3 Aktuálně se diskutuje o zvýšení spotřební daně na tiché víno. Nesouhlasíme a jsme obecně pro její celkové zrušení na vše. Ankapiráti se domnívají, že by lidé měli být přirozeně motivováni žít zdravě, ale ne skrze daně. #Ankapiráti #SpotřebníDaň","cs","Origin","Ankapirátská Strana","ankapirati","291","1","0","0","3","0","2023-05-10 22:35:04","https://x.com/ankapirati/status/1656397463056441344","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Ankapiráti, #SpotřebníDaň","","",""
"1656397465023574016","🏥2/3 Pro nás jsou daně nedobrovolné a tedy nemorální. Místo toho vidíme efektivnější řešení v soukromých zdravotních pojišťovnách, které by logicky měly zájem na zdravém životě svých klientů. #Dobrovolnost #ZdravotníPojišťovny","cs","Reply","Ankapirátská Strana","ankapirati","90","1","0","0","5","0","2023-05-10 22:35:04","https://x.com/ankapirati/status/1656397465023574016","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Dobrovolnost, #ZdravotníPojišťovny","","",""
"1656397467292770304","🤦‍♂️3/3 Bohužel, aktuální řešení státu je navíc úplně špatně - některé druhy alkoholu mají nižší nebo žádnou spotřební daň, což je akorát výsledkem tlaku zájmových lobby skupin. Toto zvýhodňování jen zkresluje trh a není spravedlivé. #LobbySkupiny #Nespravedlnost","cs","Reply","Ankapirátská Strana","ankapirati","84","0","0","0","2","0","2023-05-10 22:35:05","https://x.com/ankapirati/status/1656397467292770304","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#LobbySkupiny, #Nespravedlnost","","",""
"1656169697354866688","1/10🍲🔥 Připravte si vařečky a ubrousky, přátelé! Představujeme vám nejnovější kulinářský hit: ""Anarchokapitalistický guláš snižování státního dluhu""! Tento recept vám nabídne vtipnou formou návod, jak snížit státní dluh podle #Ankapiráti. Pojďme na to 👇👇👇","cs","Origin","Ankapirátská Strana","ankapirati","1121","2","3","0","16","1","2023-05-10 07:30:00","https://x.com/ankapirati/status/1656169697354866688","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Ankapiráti","","",""
"1656169718401888258","9/10🍽️ Podávejte tento lahodný pokrm se zdravou porcí osobní zodpovědnosti a užívejte si chuť svobody a pokroku. Dobrou chuť! 😋🍲","cs","Reply","Ankapirátská Strana","ankapirati","129","1","0","0","5","0","2023-05-10 07:30:05","https://x.com/ankapirati/status/1656169718401888258","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656169720905863168","10/10🥳 Sdílejte tento originální recept se svými přáteli, rodinou a kolegy, ať si i oni mohou vychutnat ""Anarchokapitalistický guláš snižování státního dluhu""! Díky za pozornost, že jste dočetli až sem a přejeme vám spoustu radosti a svobody v kuchyni! 🎉👨‍🍳👩‍🍳","cs","Reply","Ankapirátská Strana","ankapirati","124","0","0","0","6","0","2023-05-10 07:30:06","https://x.com/ankapirati/status/1656169720905863168","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656169697354866688","1/10🍲🔥 Připravte si vařečky a ubrousky, přátelé! Představujeme vám nejnovější kulinářský hit: ""Anarchokapitalistický guláš snižování státního dluhu""! Tento recept vám nabídne vtipnou formou návod, jak snížit státní dluh podle #Ankapiráti. Pojďme na to 👇👇👇","cs","Origin","Ankapirátská Strana","ankapirati","1121","2","3","0","16","1","2023-05-10 07:30:00","https://x.com/ankapirati/status/1656169697354866688","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Ankapiráti","","",""
"1656169705173053441","4/10🌊 Přidejte volný trh a nechte ho krásně plynout, aby se přirozeně reguloval. Pokud se vám zdá, že je trh příliš omezený, přidejte další špetku osobní svobody.","cs","Reply","Ankapirátská Strana","ankapirati","93","1","0","0","4","0","2023-05-10 07:30:02","https://x.com/ankapirati/status/1656169705173053441","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1656169707718991873","5/10🔄 Jemně vmíchejte privatizaci státních podniků. Nezapomeňte je důkladně osolit a opepřit konkurencí, což zajistí lepší kvalitu a efektivitu služeb.","cs","Reply","Ankapirátská Strana","ankapirati","217","1","1","0","5","0","2023-05-10 07:30:03","https://x.com/ankapirati/status/1656169707718991873","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1655807309476671488","1/10 🧵 ""Co je vidět a co není vidět"" - Frederic Bastiat: V tomto vláknu se podíváme na slavný příklad rozbitého okna, který na jednoduchém příkladu objasňuje skryté dopady ekonomických rozhodnutí. Pojďme na to! 👇👇👇","cs","Origin","Ankapirátská Strana","ankapirati","5417","5","19","2","52","8","2023-05-09 07:30:00","https://x.com/ankapirati/status/1655807309476671488","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1655807331970711552","9/10 🎯 Poučka z tohoto příkladu: Měli bychom být opatrní při hodnocení ekonomických politik a rozhodnutí pouze na základě jejich viditelných dopadů. Neviděné efekty mohou mít stejně velký, nebo i větší vliv na ekonomiku. #HodnoceníPolitik #Poučka","cs","Reply","Ankapirátská Strana","ankapirati","336","1","0","0","9","0","2023-05-09 07:30:06","https://x.com/ankapirati/status/1655807331970711552","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#HodnoceníPolitik, #Poučka","","",""
"1655807334558601217","10/10 🌟 Závěr: Bastiatův efekt viděného a neviděného nás učí, že je důležité brát v úvahu nejen viditelné, ale i skryté důsledky ekonomických rozhodnutí. Chápání tohoto principu nám může pomoci lépe hodnotit politiky a rozhodnutí, která ovlivňují náš život. #Ankapiráti","cs","Reply","Ankapirátská Strana","ankapirati","335","0","0","0","12","0","2023-05-09 07:30:06","https://x.com/ankapirati/status/1655807334558601217","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Ankapiráti","","",""
"1655656193799364619","#Ankapiráti si dovolují drobnou korekci: ""Chci štíhlý stát, který se nakonec přemění v žádný stát, nechává jednotlivce volně konat a prosperovat, umožňuje trhu zajistit potřebné služby, jako je ochrana a energie, a zbavuje nás zbytečné byrokracie a nafouklých vládních struktur.""","cs","Tweet","Ankapirátská Strana","ankapirati","2078","1","2","0","21","0","2023-05-08 21:29:31","https://x.com/ankapirati/status/1655656193799364619","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#Ankapiráti","","",""
"1655262894206926849","Chci štíhlý stát, který je silný, plní své funkce, je schopen chránit lidi, zajistit jim energie, ale zároveň není zbytečně byrokratický a rozbujelý. https://t.co/D4IdgIlYtA","cs","Quoted","Petr Fiala","P_Fiala","120728","463","22","38","427","1","2023-05-07 19:26:41","https://x.com/P_Fiala/status/1655262894206926849","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/Fvis07SXoAEXagr.jpg"
"1651877649629814784","🧵 1/7 ""Dekonstrukce státu, díl 2.: Zrušme Českou poštu"". Dnes nejde o náhodnou volbu - jedná se o aktuální téma. Probereme navíc, proč soukromé společnosti poskytují kvalitnější a efektivnější služby a proč by zrušení České pošty bylo prospěšné. Pojďme na to! 👇👇👇","cs","Origin","Ankapirátská Strana","ankapirati","870","2","2","0","13","0","2023-04-28 11:14:56","https://x.com/ankapirati/status/1651877649629814784","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1651877660686012417","🧵 7/7 Závěr: Zrušení české pošty by přineslo lepší služby, nižší ceny a úsporu veřejných prostředků. Soukromé společnosti prokázaly svou schopnost poskytovat kvalitnější a efektivnější služby. Díky za pozornost!","cs","Reply","Ankapirátská Strana","ankapirati","185","1","0","0","6","0","2023-04-28 11:14:59","https://x.com/ankapirati/status/1651877660686012417","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1655486309073338369","#DekonstrukceStátu","qht","Reply","Ankapirátská Strana","ankapirati","85","0","0","0","1","0","2023-05-08 10:14:28","https://x.com/ankapirati/status/1655486309073338369","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#DekonstrukceStátu","","",""
"1655444922022113280","1/7 🛍️ Dekonstrukce státu, díl 6: ""Zrušme zákaz otevření obchodů o státních svátcích"". Proč to nedává smysl? 🤔 V tomto vláknu se podíváme na argumenty proti takovým omezením a proč to nejvíce poškozuje ty nejchudší. 👇👇👇 #DekonstrukceStátu #VolnostObchodu","cs","Origin","Ankapirátská Strana","ankapirati","750","3","3","0","15","0","2023-05-08 07:30:00","https://x.com/ankapirati/status/1655444922022113280","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#DekonstrukceStátu, #VolnostObchodu","","",""
"1655444935456485376","6/7 🗣️ Místo zákazů bychom se měli zaměřit na podporu dobrovolných řešení a svobody volby. Pokud někdo nechce pracovat či nakupovat o státním svátku, měl by mít možnost se rozhodnout sám. #Dobrovolnost","cs","Reply","Ankapirátská Strana","ankapirati","122","1","0","0","6","0","2023-05-08 07:30:03","https://x.com/ankapirati/status/1655444935456485376","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#Dobrovolnost","","",""
"1655444938103062528","7/7 🎯 Závěr: Zrušení zákazu otevření obchodů o státních svátcích by podpořilo svobodu podnikání, ekonomický růst a poskytlo více příležitostí pro ty, kteří potřebují vydělat peníze. Svoboda volby a dobrovolnost jsou klíčové hodnoty, které by měly být respektovány.💡","cs","Reply","Ankapirátská Strana","ankapirati","106","0","0","0","5","0","2023-05-08 07:30:04","https://x.com/ankapirati/status/1655444938103062528","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","","","",""
"1655444922022113280","1/7 🛍️ Dekonstrukce státu, díl 6: ""Zrušme zákaz otevření obchodů o státních svátcích"". Proč to nedává smysl? 🤔 V tomto vláknu se podíváme na argumenty proti takovým omezením a proč to nejvíce poškozuje ty nejchudší. 👇👇👇 #DekonstrukceStátu #VolnostObchodu","cs","Origin","Ankapirátská Strana","ankapirati","750","3","3","0","15","0","2023-05-08 07:30:00","https://x.com/ankapirati/status/1655444922022113280","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#DekonstrukceStátu, #VolnostObchodu","","",""
"1655444927344680960","3/7 💼 Lidé by měli mít možnost vydělat si peníze, kdykoliv to potřebují. Pro některé jednotlivce a rodiny může otevření obchodů o státních svátcích představovat významný zdroj příjmů. #PříležitostKPráci","cs","Reply","Ankapirátská Strana","ankapirati","87","1","0","0","7","0","2023-05-08 07:30:02","https://x.com/ankapirati/status/1655444927344680960","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#PříležitostKPráci","","",""
"1655444930050015233","4/7 🏘️ Zejména nejchudší, kteří mají často menší finanční rezervy, mohou být značně postiženi zákazem otevření obchodů o státních svátcích. Právě oni by měli mít možnost vydělat si v tyto dny peníze navíc formou příplatků. #PodporaNejchudších","cs","Reply","Ankapirátská Strana","ankapirati","244","1","0","1","7","0","2023-05-08 07:30:02","https://x.com/ankapirati/status/1655444930050015233","<a href=""https://typefully.com/"" rel=""nofollow"">Typefully</a>","#PodporaNejchudších","","",""
"1655118652159524864","📢 Ačkoliv jako Ankapiráti souhlasíme s tvrzením ""daně jsou krádež"", rádi bychom upřednostnili méně konfrontační přístup. 👐 Namísto toho zdůrazňujeme důležitost oboustranné dobrovolnosti, která by ""daně"" proměnila v morální a etickou součást společnosti. #DobrovolnostMístoDaní","cs","Origin","Ankapirátská Strana","ankapirati","867","5","0","0","13","0","2023-05-07 09:53:31","https://x.com/ankapirati/status/1655118652159524864","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#DobrovolnostMístoDaní","","",""
"1655119837876699138","Z toho samozřejmě vyplývá zrušení státních monopolů a umožnění konkurence na poskytování jednotlivých druhů služeb + možnost opt-outu. ""Daně jsou krádež"" je dle nás zbytečně triggerující spojení, které uzavírá smysluplnou debatu. ""Dobrovolnost místo daní"" by nám přišlo lepší.","cs","Reply","Ankapirátská Strana","ankapirati","118","0","0","0","4","0","2023-05-07 09:58:14","https://x.com/ankapirati/status/1655119837876699138","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654748326355431425","1/12 🧵 Dekonstrukce státu, díl 5: ""Deregulujme zdravotnictví! Umožněme hrazení nadstandardů a příliv kapitálu do zdravotnictví."" V tomto vlákně se podíváme na to, jaké deregulace zdravotnictví přinese výhody, a to i pro ty nejchudší. #DekonstrukceStátu","cs","Origin","Ankapirátská Strana","ankapirati","686","1","3","0","14","0","2023-05-06 09:21:59","https://x.com/ankapirati/status/1654748326355431425","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#DekonstrukceStátu","","",""
"1654748345632448512","11/12 🕵️‍♂️ Ve státně regulovaném zdravotnictví je stejná kvalita péče pro všechny iluzí. Vysoce postavení politici a lidé s kontakty mají vždy přístup k lepším službám než běžný občan. Deregulace by pomohla odstranit tyto nerovnosti a poskytla by větší svobodu volby pro všechny.","cs","Reply","Ankapirátská Strana","ankapirati","108","1","0","0","3","0","2023-05-06 09:22:03","https://x.com/ankapirati/status/1654748345632448512","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654748347427692544","12/12 🎯 Shrnutí: Deregulace zdravotnictví a umožnění hrazení nadstandardů přinese inovace, větší konkurenci, efektivnější a lepší kvalitu péče a více možností pro pacienty, včetně těch nejchudších. Díky za pozornost a že jste dočetli až sem!","cs","Reply","Ankapirátská Strana","ankapirati","129","1","0","0","3","0","2023-05-06 09:22:04","https://x.com/ankapirati/status/1654748347427692544","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654380514126577665","1/10 🧵 V dnešním vláknu se ponoříme do hlubin ekonomických teorií a zaměříme se na ""Problém ekonomické kalkulace"", který poprvé formuloval Ludwig von Mises. Tento koncept je klíčový pro pochopení, proč centrální plánování selhává a jak funguje tržní ekonomika. #AnkapTeorie","cs","Origin","Ankapirátská Strana","ankapirati","694","1","4","1","7","3","2023-05-05 09:00:26","https://x.com/ankapirati/status/1654380514126577665","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#AnkapTeorie","","",""
"1654380532795424768","9/10 🚧 Překážky v centrálním plánování: Kromě základního problému ekonomické kalkulace se centrální plánování potýká i s dalšími překážkami. Patří sem například byrokracie, nesprávné podněty a korupce. Tyto faktory dále zhoršují efektivitu centrálně plánovaných ekonomik.","cs","Reply","Ankapirátská Strana","ankapirati","121","1","0","0","2","0","2023-05-05 09:00:30","https://x.com/ankapirati/status/1654380532795424768","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654380534913441792","10/10 🏁 Závěr: Problém ekonomické kalkulace ukazuje, proč tržní ekonomika dokáže lépe alokovat zdroje a reagovat na individuální preference než centrální plánování. Centrálně plánované ekonomiky nejsou schopny efektivně řešit neustále se měnící potřeby a touhy jednotlivců.","cs","Reply","Ankapirátská Strana","ankapirati","115","0","0","0","2","0","2023-05-05 09:00:31","https://x.com/ankapirati/status/1654380534913441792","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654380514126577665","1/10 🧵 V dnešním vláknu se ponoříme do hlubin ekonomických teorií a zaměříme se na ""Problém ekonomické kalkulace"", který poprvé formuloval Ludwig von Mises. Tento koncept je klíčový pro pochopení, proč centrální plánování selhává a jak funguje tržní ekonomika. #AnkapTeorie","cs","Origin","Ankapirátská Strana","ankapirati","694","1","4","1","7","3","2023-05-05 09:00:26","https://x.com/ankapirati/status/1654380514126577665","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#AnkapTeorie","","",""
"1654380527296606209","7/10 ⌛️ Dynamická povaha ekonomiky: Ekonomika je neustále v pohybu a mění se. Tržní ekonomika dokáže rychle reagovat na změny, zatímco centrální plánování trpí setrvačností a nepružností.","cs","Reply","Ankapirátská Strana","ankapirati","51","1","0","0","2","0","2023-05-05 09:00:29","https://x.com/ankapirati/status/1654380527296606209","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654380530270363649","8/10 🌐Globalizace: V dnešní ekonomice je centrální plánování ještě méně efektivní, neboť musí zohlednit mnohem více proměnných. Mezinárodní obchod, technologický pokrok a rychle se měnící potřeby zákazníků ztěžují centrálním plánovačům sledovat a reagovat na všechny tyto faktory","cs","Reply","Ankapirátská Strana","ankapirati","65","1","0","0","2","0","2023-05-05 09:00:29","https://x.com/ankapirati/status/1654380530270363649","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654048204567060481","https://t.co/zJSti5SHZq","zxx","Retweet","Daniel Steigerwald","steidacz","1089","3","6","0","34","0","2023-05-04 10:59:57","https://x.com/steidacz/status/1654048204567060481","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/FvRcEzlWIAAnflq.jpg"
"1654004835082022919","1/10 🧓📉 Dekonstrukce státu, díl 4.: ""Nahraďme průběžný důchodový systém dobrovolnými soukromými investičními fondy."" Současný státní důchodový systém je neudržitelný a neefektivní, a to z mnoha důvodů, které si v tomto vláknu rozebereme. #DekonstrukceStátu","cs","Origin","Ankapirátská Strana","ankapirati","496","2","2","0","16","0","2023-05-04 08:07:37","https://x.com/ankapirati/status/1654004835082022919","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#DekonstrukceStátu","","",""
"1654004860252037125","9/10 ⚠️ Současní důchodci: Je důležité řešit problém současných důchodců, kterým nelze zrušit důchody ze dne na den. Přechodná opatření by mohla zahrnovat například postupné snižování státních důchodů a zvyšování důchodového věku.","cs","Reply","Ankapirátská Strana","ankapirati","124","1","0","0","4","0","2023-05-04 08:07:43","https://x.com/ankapirati/status/1654004860252037125","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1654004863057928194","10/10 🎉 Závěr: V dnešním vláknu jsme si shrnuli, proč je důležité zrušit státní průběžný důchodový systém a nahradit jej dobrovolnými soukromými investičními formami spoření. Díky za pozornost a že jste dočetli až sem!","cs","Reply","Ankapirátská Strana","ankapirati","114","0","0","0","4","0","2023-05-04 08:07:43","https://x.com/ankapirati/status/1654004863057928194","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1653648159929761793","1/ 🧵Největší mýty o anarchokapitalismu, díl 4.: Ankap je stejná pohádka jako např. komunismus, jen z druhé strany spektra. Mnozí tvrdí, že anarchokapitalismus je jen utopie, ale opomíjí zásadní rozdíly mezi anarchokapitalismem a komunismem. Pojďme se na ně podívat! 👇 #ankapmyty","cs","Origin","Ankapirátská Strana","ankapirati","789","1","5","1","18","1","2023-05-03 08:30:19","https://x.com/ankapirati/status/1653648159929761793","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","#ankapmyty","","",""
"1653648179361988611","6a/ Závěr: Je tedy zřejmé, že se jedná o zásadně odlišné ekonomické a politické systémy. Anarchokapitalismus je založen na uznávaných ekonomických teoriích, realistickém pohledu na lidskou povahu, podporuje inovace a efektivitu a je flexibilní.","cs","Reply","Ankapirátská Strana","ankapirati","163","1","0","0","7","0","2023-05-03 08:30:23","https://x.com/ankapirati/status/1653648179361988611","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1653648181589049345","6b/  Na druhou stranu, komunismus je založen na vyvrácených ekonomických teoriích, utopickém pohledu na altruistickou lidskou povahu a rigidním, centrálně plánovaném systému, který se ukázal jako neúčinný a neudržitelný v praxi. Děkujeme za pozornost a že jste dočetli až sem! 🙌","cs","Reply","Ankapirátská Strana","ankapirati","163","1","0","0","14","0","2023-05-03 08:30:24","https://x.com/ankapirati/status/1653648181589049345","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
